nome;data_nascimento;area;posicao;formacao;genero;lider;qtd_liderados;custo_mensal
Raquel Pinto;04/10/1975;RH;Coordenador;Doutorado;Masculino;0;0;4223
Alana da Mota;05/05/1962;TI;Estagiário;Graduação;Feminino;0;0;15186
Pietra Souza;02/05/1984;Jurídico;Assistente;Ensino Médio;Feminino;0;0;15753
Cauã da Rosa;04/06/1986;Operações;Coordenador;Tecnólogo;Masculino;0;0;11063
Sra. Maitê Pereira;02/05/1999;RH;C-level;Fundamental;Masculino;0;0;5533
Dr. André Monteiro;10/10/1988;Financeiro;C-level;Graduação;Feminino;0;0;5609
Danilo Lima;23/10/1973;Produção;C-level;Doutorado;Masculino;0;0;2792
Dr. Fernando Pereira;03/10/1987;Produção;Diretor;Graduação;Feminino;0;0;10266
Ana Beatriz Porto;28/03/1968;Produção;C-level;Fundamental;Feminino;0;0;17734
Mirella da Rocha;04/02/2004;Operações;Coordenador;Doutorado;Masculino;0;0;12647
Sr. Danilo Caldeira;04/04/1994;RH;Coordenador;Doutorado;Masculino;0;0;9536
Camila Ribeiro;13/10/2000;Financeiro;Diretor;Graduação;Feminino;0;0;3237
Isadora Rocha;02/04/1980;Marketing;Estagiário;Mestrado;Feminino;0;0;3572
Stephany Dias;04/12/1981;Marketing;Estagiário;Graduação;Feminino;0;0;19781
Carolina Silveira;29/01/1987;Produção;Gerente;Fundamental;Feminino;0;0;19108
Mariane Teixeira;30/07/1974;Produção;Estagiário;Fundamental;Masculino;0;0;12019
Cauã Cunha;11/01/1998;Jurídico;Diretor;Tecnólogo;Feminino;0;0;2549
Eduardo Rezende;17/01/1995;RH;Coordenador;Tecnólogo;Feminino;0;0;5086
Enzo Gabriel da Rosa;28/03/1964;Financeiro;Assistente;Graduação;Feminino;0;0;14478
Enzo Nascimento;27/06/1963;TI;Coordenador;Graduação;Feminino;0;0;13614
Maria Alice Rodrigues;03/06/2003;Produção;Gerente;Doutorado;Masculino;1;5;2190
Murilo Rezende;27/11/1963;RH;Analista;Ensino Médio;Feminino;0;0;14385
Sr. João Vitor Almeida;25/07/1980;RH;Assistente;Tecnólogo;Masculino;0;0;7198
Sr. João Miguel Costela;13/01/1981;Logística;Gerente;Doutorado;Masculino;0;0;9622
Sr. Bruno Moraes;12/09/1963;Produção;Analista;Doutorado;Feminino;0;0;16706
Marina da Mota;28/01/1998;Jurídico;Estagiário;Mestrado;Feminino;0;0;9094
Clarice Nascimento;06/01/1970;Financeiro;Gerente;Mestrado;Feminino;0;0;7492
Erick Nascimento;13/07/2003;Marketing;Estagiário;Graduação;Masculino;0;0;15654
Marcelo da Rocha;03/04/1969;Operações;Gerente;Fundamental;Masculino;1;32;19652
Dr. Thales Pinto;23/03/1979;Vendas;Estagiário;Graduação;Masculino;0;0;12119
Theo Sales;26/06/2006;Operações;Analista;Mestrado;Feminino;1;11;11045
Pedro Pires;03/06/1984;Financeiro;Assistente;Fundamental;Feminino;0;0;15505
Lara da Rocha;26/01/1970;Marketing;C-level;Mestrado;Feminino;1;5;7279
Eloah Almeida;28/11/1996;Financeiro;Diretor;Doutorado;Feminino;0;0;12050
Lorenzo Nunes;08/12/1984;TI;Coordenador;Ensino Médio;Feminino;1;19;3409
Júlia Peixoto;27/07/1995;Jurídico;Estagiário;Mestrado;Feminino;0;0;2270
Eduardo Novaes;10/08/1996;TI;Coordenador;Tecnólogo;Masculino;0;0;17647
Lorenzo Teixeira;31/03/1986;TI;Assistente;Tecnólogo;Masculino;0;0;2416
Marcelo Martins;01/11/2006;Operações;Gerente;Fundamental;Masculino;0;0;2910
Camila Santos;07/07/2004;Financeiro;Assistente;Fundamental;Feminino;0;0;18501
Dr. Lucas Gabriel Oliveira;29/01/2001;Operações;Coordenador;Doutorado;Feminino;0;0;19950
Ana Carolina Lima;17/12/1949;Operações;Analista;Doutorado;Masculino;0;0;14903
Valentina Moraes;13/02/1969;Jurídico;Assistente;Graduação;Feminino;1;47;5935
Srta. Ana Clara Souza;09/12/1981;Operações;Gerente;Ensino Médio;Feminino;1;4;4698
Kevin Costela;23/05/1983;Operações;Assistente;Graduação;Feminino;0;0;9196
Luiz Henrique Gonçalves;14/04/1974;Financeiro;Analista;Graduação;Masculino;1;15;12124
Luiz Gustavo Dias;30/08/2005;Operações;Estagiário;Ensino Médio;Masculino;1;37;13899
Matheus Moura;02/11/1969;Vendas;Coordenador;Ensino Médio;Feminino;0;0;15509
Dr. Bryan Alves;07/11/1962;Logística;C-level;Fundamental;Feminino;0;0;7344
Olivia Correia;09/11/1968;Financeiro;Assistente;Tecnólogo;Feminino;1;5;2441
Danilo Pires;10/10/1977;Vendas;Estagiário;Ensino Médio;Feminino;0;0;17012
Heitor Aragão;01/02/1998;RH;Estagiário;Fundamental;Masculino;1;11;14772
Ana Vitória Pires;17/07/1999;Vendas;C-level;Tecnólogo;Feminino;0;0;19020
Maria Fernanda Moreira;23/12/1981;Operações;C-level;Graduação;Feminino;1;28;5760
Gustavo da Mota;31/12/1981;TI;C-level;Fundamental;Feminino;0;0;12021
Theo da Conceição;31/07/2005;Marketing;Estagiário;Fundamental;Feminino;0;0;9595
Elisa Ribeiro;25/07/1975;Jurídico;Estagiário;Fundamental;Feminino;0;0;18106
Isaac Santos;25/09/1984;Operações;C-level;Mestrado;Feminino;0;0;7236
Sr. Paulo Gomes;14/03/1991;Operações;Analista;Fundamental;Masculino;0;0;10291
Francisco Silveira;16/10/1979;Financeiro;Coordenador;Tecnólogo;Masculino;0;0;3687
Ana Vitória Sales;09/01/1999;Vendas;Gerente;Doutorado;Feminino;0;0;12156
Alícia da Mata;01/08/1988;RH;C-level;Doutorado;Masculino;0;0;4185
Sra. Agatha Porto;22/06/1991;Produção;Analista;Ensino Médio;Masculino;0;0;5602
Sophie Jesus;18/06/1977;Marketing;Coordenador;Doutorado;Feminino;0;0;5098
Dr. Paulo Fernandes;05/07/1990;Logística;Estagiário;Ensino Médio;Masculino;0;0;8160
Heitor da Cunha;02/03/1973;Produção;Estagiário;Doutorado;Feminino;0;0;7178
Srta. Julia Araújo;15/02/2007;Logística;C-level;Graduação;Masculino;0;0;4243
Thomas Pires;12/03/1993;TI;Assistente;Doutorado;Feminino;1;41;4574
Dr. João Felipe das Neves;13/08/1960;Marketing;Diretor;Mestrado;Feminino;0;0;11364
Pedro Henrique Aragão;28/03/1964;TI;Assistente;Fundamental;Feminino;0;0;5240
Davi Lucas Nogueira;10/03/1986;RH;Estagiário;Mestrado;Masculino;0;0;13737
Vicente Santos;10/04/1976;TI;Analista;Ensino Médio;Feminino;0;0;9978
Enzo Gabriel Novaes;07/05/1963;TI;Gerente;Doutorado;Feminino;1;25;7921
Antônio Silva;13/03/1961;Logística;Coordenador;Ensino Médio;Feminino;0;0;3765
Ana Júlia Alves;05/12/1983;Operações;Gerente;Doutorado;Feminino;1;44;8068
Cauê da Rosa;26/03/1992;Marketing;Diretor;Mestrado;Masculino;0;0;13289
Maria Julia Azevedo;29/07/1968;RH;Coordenador;Ensino Médio;Feminino;0;0;11722
Sr. Yuri Peixoto;26/07/2000;RH;C-level;Doutorado;Feminino;0;0;18084
Marcos Vinicius Farias;24/07/1992;Jurídico;C-level;Graduação;Feminino;0;0;5410
Heloísa da Cruz;19/06/2000;Vendas;Gerente;Mestrado;Masculino;1;36;6456
Raquel Gonçalves;08/10/1992;Marketing;C-level;Graduação;Masculino;0;0;11159
Srta. Daniela Moreira;19/06/1992;RH;C-level;Fundamental;Masculino;0;0;6373
Ana Clara Moreira;14/07/1985;Operações;Analista;Fundamental;Feminino;0;0;3073
Vicente Pinto;03/05/1994;Produção;Diretor;Tecnólogo;Masculino;0;0;17796
Henrique Aragão;08/01/1997;Financeiro;C-level;Mestrado;Feminino;0;0;10491
Isabel Costa;22/09/1976;Financeiro;Estagiário;Fundamental;Feminino;0;0;13641
Benjamin da Mota;24/06/1994;Produção;Gerente;Graduação;Feminino;0;0;15191
Alice Cavalcanti;18/03/1971;Logística;Assistente;Ensino Médio;Feminino;0;0;11431
João Pedro Nunes;20/10/2006;Logística;C-level;Ensino Médio;Feminino;1;16;8175
Marcela Moura;17/05/1992;Produção;Diretor;Tecnólogo;Masculino;0;0;4197
Emilly Cunha;06/08/1975;Operações;C-level;Ensino Médio;Masculino;0;0;3633
Cauê da Costa;09/06/1995;Produção;Coordenador;Doutorado;Masculino;1;27;15230
Caroline Oliveira;11/04/1961;Operações;Diretor;Tecnólogo;Feminino;0;0;3448
Pietro Ramos;09/12/2001;Operações;Analista;Tecnólogo;Feminino;1;1;8664
Davi Lucas Freitas;20/02/2006;Vendas;Diretor;Tecnólogo;Masculino;0;0;5652
Sra. Rebeca da Rosa;06/01/1992;RH;Estagiário;Doutorado;Feminino;0;0;8060
Sra. Ana Vitória Farias;14/04/2003;Operações;Assistente;Graduação;Feminino;1;23;16165
Dr. Igor Melo;08/03/2002;TI;Assistente;Graduação;Masculino;0;0;4349
Dra. Sabrina Pinto;21/10/2003;Produção;Assistente;Graduação;Feminino;0;0;19361
Lavínia Ferreira;11/08/1998;Financeiro;Assistente;Doutorado;Feminino;1;4;10552
Vitor Gabriel Martins;04/02/1974;TI;Diretor;Tecnólogo;Masculino;0;0;10146
Davi Lucca Carvalho;03/10/1973;Jurídico;C-level;Mestrado;Feminino;1;28;2178
Maria Sophia das Neves;01/07/1969;Operações;Estagiário;Tecnólogo;Masculino;0;0;14609
Luiz Fernando Sales;19/05/1980;Financeiro;Assistente;Mestrado;Masculino;0;0;8741
Maria Eduarda Freitas;26/04/2005;Jurídico;Analista;Doutorado;Masculino;0;0;13152
Rafaela Cavalcanti;08/10/1974;Jurídico;Diretor;Ensino Médio;Feminino;0;0;4957
Enzo Gabriel Moreira;05/01/1966;Marketing;Analista;Mestrado;Feminino;0;0;3339
Dra. Marina da Rosa;23/02/2006;Jurídico;Assistente;Fundamental;Masculino;0;0;4107
Marcos Vinicius Carvalho;29/04/1991;Produção;Diretor;Ensino Médio;Feminino;0;0;10559
Mariana Santos;28/06/1985;TI;Diretor;Fundamental;Feminino;0;0;7329
Stella Correia;16/12/2000;Produção;C-level;Ensino Médio;Masculino;0;0;18601
Srta. Yasmin Cunha;12/07/1999;RH;Gerente;Graduação;Feminino;1;29;13960
Dr. João Pedro Cunha;07/10/1967;RH;Diretor;Ensino Médio;Masculino;0;0;14552
Davi Lucca da Costa;01/04/1965;Produção;Coordenador;Tecnólogo;Feminino;0;0;14305
Yasmin Pinto;01/12/1989;TI;Gerente;Tecnólogo;Masculino;1;4;10428
Maria Eduarda Sales;13/10/1978;Operações;Gerente;Ensino Médio;Masculino;0;0;5481
Fernando Cunha;20/09/1983;Logística;Estagiário;Graduação;Feminino;1;18;10243
Pedro Lucas Martins;24/06/1971;Produção;Gerente;Fundamental;Feminino;1;36;4344
Dr. Danilo das Neves;16/07/1976;Jurídico;Coordenador;Tecnólogo;Feminino;1;48;8104
Enrico das Neves;31/03/1962;Produção;Estagiário;Tecnólogo;Masculino;1;21;12794
Fernando Nogueira;14/03/1990;Produção;Coordenador;Graduação;Masculino;1;28;2133
Dr. Igor Vieira;11/06/1968;RH;Coordenador;Graduação;Feminino;0;0;10234
Natália da Conceição;18/01/1966;Produção;Diretor;Graduação;Masculino;0;0;9454
Nathan Mendes;06/03/1965;Operações;Coordenador;Graduação;Masculino;0;0;18938
Marcela Vieira;23/09/1968;Financeiro;Coordenador;Fundamental;Masculino;0;0;2793
Luiza Silveira;26/12/2005;Logística;Diretor;Ensino Médio;Masculino;1;17;13009
Cecília Souza;04/02/2004;Operações;C-level;Tecnólogo;Feminino;0;0;9635
Sr. Thomas Lopes;02/11/1975;Operações;Coordenador;Doutorado;Masculino;0;0;16774
Emanuel Ferreira;04/10/1983;Produção;Estagiário;Fundamental;Feminino;0;0;17029
Rodrigo Silveira;29/04/1977;RH;C-level;Graduação;Masculino;0;0;10163
Sra. Clara da Paz;29/10/1960;Marketing;Diretor;Ensino Médio;Feminino;1;33;19544
Kevin da Costa;15/10/1978;Operações;Assistente;Graduação;Masculino;0;0;10397
Sabrina Moura;29/05/1995;Marketing;Diretor;Fundamental;Masculino;0;0;12986
Sr. João Martins;19/07/1969;Financeiro;Assistente;Tecnólogo;Masculino;0;0;4608
Dr. Calebe Nascimento;16/02/1977;Vendas;Analista;Tecnólogo;Masculino;0;0;8094
Rafael Caldeira;14/10/1963;Financeiro;Gerente;Tecnólogo;Feminino;0;0;17003
Dr. Pietro Caldeira;10/05/1980;Operações;Gerente;Graduação;Feminino;0;0;6182
Ana Luiza Pires;17/07/2000;Marketing;Gerente;Doutorado;Masculino;0;0;8329
Matheus Cunha;22/04/1991;Produção;Estagiário;Fundamental;Feminino;0;0;4391
Erick Freitas;13/08/1967;Vendas;Assistente;Graduação;Masculino;0;0;6089
Francisco da Conceição;20/01/1979;Marketing;C-level;Mestrado;Masculino;1;28;5433
Sr. Pedro Lucas Alves;23/06/1961;Operações;Gerente;Graduação;Masculino;0;0;4509
João Gabriel Oliveira;21/02/1991;RH;Gerente;Mestrado;Feminino;0;0;14197
Rodrigo Azevedo;10/02/1982;Jurídico;Analista;Mestrado;Masculino;1;7;16698
Emanuella Nogueira;15/01/1965;Jurídico;Diretor;Fundamental;Masculino;0;0;5083
Maria Azevedo;11/09/2003;TI;Coordenador;Tecnólogo;Masculino;1;12;19907
Júlia Costa;12/11/1986;Operações;C-level;Doutorado;Masculino;0;0;16501
Marina da Luz;10/01/1974;TI;Coordenador;Graduação;Masculino;0;0;11333
Giovanna Ramos;26/07/1974;Operações;Gerente;Doutorado;Masculino;0;0;3848
Augusto Barbosa;15/12/1965;Operações;Gerente;Doutorado;Feminino;0;0;5458
Srta. Mariana Moreira;21/10/1975;Logística;Coordenador;Graduação;Feminino;0;0;2452
Sra. Emanuelly Castro;27/06/1981;Logística;Assistente;Ensino Médio;Feminino;0;0;18355
Ian Nunes;11/12/2006;Logística;Diretor;Fundamental;Masculino;0;0;5250
Elisa Porto;23/03/1970;Financeiro;Coordenador;Doutorado;Masculino;0;0;7530
Sra. Valentina Gomes;25/10/1968;Marketing;Assistente;Doutorado;Masculino;1;6;4711
Isaac Monteiro;26/10/1970;Jurídico;Diretor;Fundamental;Masculino;1;34;18562
Dra. Ana Luiza Lima;01/02/1972;RH;Assistente;Doutorado;Feminino;0;0;5723
Bianca Lima;13/08/1972;TI;Diretor;Graduação;Feminino;0;0;19559
Emanuella da Rocha;13/07/1998;Jurídico;C-level;Graduação;Feminino;0;0;8962
Bianca Azevedo;11/04/1992;Operações;C-level;Fundamental;Masculino;0;0;19483
Dra. Maysa Sales;08/10/2002;Produção;C-level;Doutorado;Masculino;0;0;16356
Pedro Henrique da Mata;15/12/2005;Financeiro;Analista;Tecnólogo;Feminino;1;20;12240
Julia da Mata;23/12/1989;TI;Diretor;Graduação;Feminino;0;0;9251
Cauê Pires;08/07/1980;Marketing;Diretor;Mestrado;Masculino;0;0;9936
Sarah Fernandes;24/11/1968;Financeiro;C-level;Fundamental;Masculino;1;32;12354
Emanuelly Porto;24/07/2003;TI;Analista;Graduação;Masculino;0;0;14615
Nicolas Oliveira;01/01/1989;RH;C-level;Doutorado;Masculino;1;31;19196
Dr. Vitor Gabriel da Cruz;30/12/1963;Produção;Analista;Ensino Médio;Masculino;0;0;9376
Lavínia Oliveira;19/03/1965;Vendas;Gerente;Fundamental;Masculino;0;0;10415
Igor Cavalcanti;01/12/2005;Vendas;Analista;Fundamental;Feminino;1;38;19147
Maitê Mendes;15/12/2002;TI;Estagiário;Graduação;Feminino;0;0;9314
Carolina Ramos;08/12/1975;Operações;Assistente;Doutorado;Masculino;0;0;2635
Ana Beatriz Martins;08/06/1987;Produção;Diretor;Doutorado;Masculino;0;0;12762
Stella Monteiro;13/06/1996;TI;Gerente;Tecnólogo;Masculino;0;0;10802
Davi Lima;24/09/1997;Logística;C-level;Doutorado;Masculino;1;31;7873
Rebeca Silva;28/11/2006;RH;Diretor;Mestrado;Masculino;0;0;13995
Rafael Novaes;25/12/2004;Operações;Assistente;Doutorado;Masculino;0;0;16302
Dra. Marina Mendes;04/08/1960;Logística;C-level;Graduação;Masculino;1;11;5186
Isabelly Moraes;12/08/2001;TI;Analista;Mestrado;Feminino;0;0;14151
Milena Silveira;09/12/1968;Vendas;Estagiário;Fundamental;Masculino;0;0;6235
Srta. Pietra Ferreira;31/08/1967;Jurídico;Assistente;Graduação;Feminino;0;0;3656
João Pedro Caldeira;23/11/1960;Operações;Estagiário;Graduação;Masculino;0;0;16017
Thomas Lopes;08/03/1972;Jurídico;Coordenador;Ensino Médio;Feminino;0;0;7404
Ryan Dias;30/03/1982;Operações;Coordenador;Tecnólogo;Feminino;1;43;11573
Mariana Freitas;25/03/2002;RH;C-level;Doutorado;Feminino;0;0;15589
Dr. Luiz Fernando Rezende;07/08/1988;TI;Diretor;Mestrado;Masculino;0;0;2858
Pietro Alves;03/03/1991;Produção;Estagiário;Mestrado;Feminino;1;42;3914
Mariane Lima;19/05/2006;Logística;Assistente;Graduação;Feminino;0;0;16906
Cauê Lopes;28/03/2004;Financeiro;Gerente;Graduação;Feminino;0;0;18312
Isaac da Mota;28/10/1987;TI;Coordenador;Doutorado;Feminino;1;36;19099
Cauê Costela;26/07/1969;RH;C-level;Doutorado;Feminino;1;27;18854
Larissa da Mata;02/11/1979;RH;Gerente;Graduação;Masculino;0;0;9530
Ana Carolina Viana;19/03/1969;RH;Coordenador;Fundamental;Feminino;0;0;16613
Ana Luiza Santos;20/04/1970;Marketing;Assistente;Doutorado;Masculino;0;0;11429
Matheus Novaes;01/03/1975;RH;Estagiário;Doutorado;Masculino;0;0;17282
Rafaela Sales;05/09/1979;Jurídico;Diretor;Doutorado;Masculino;0;0;11802
Pietra Vieira;27/11/1986;Marketing;Analista;Tecnólogo;Feminino;0;0;5761
Nina Alves;30/09/1962;Jurídico;Coordenador;Ensino Médio;Masculino;0;0;14917
Carolina Nogueira;11/03/1979;Logística;Gerente;Doutorado;Masculino;1;41;12602
Clarice Freitas;20/01/1978;Vendas;Assistente;Mestrado;Feminino;0;0;17980
Gustavo Henrique Melo;15/10/1973;RH;Coordenador;Fundamental;Feminino;0;0;10079
Enrico Castro;19/11/2003;Logística;Assistente;Fundamental;Masculino;0;0;6788
Leandro Silveira;25/07/1961;Jurídico;Assistente;Fundamental;Masculino;0;0;13205
Sra. Beatriz Fernandes;21/06/1984;TI;Coordenador;Mestrado;Masculino;0;0;3176
Vicente da Cunha;09/07/1984;Operações;Analista;Mestrado;Feminino;1;12;6515
Maitê Rodrigues;10/03/1977;RH;Coordenador;Fundamental;Masculino;0;0;10805
Vinicius Lima;05/01/1984;Produção;Coordenador;Tecnólogo;Feminino;0;0;16447
Dr. Diego Correia;29/10/1987;RH;C-level;Doutorado;Masculino;0;0;13318
Dr. Bryan Moraes;12/10/1973;Marketing;Gerente;Ensino Médio;Feminino;0;0;13174
Dr. Calebe Gonçalves;25/07/2005;Produção;Assistente;Mestrado;Feminino;1;9;10650
Srta. Ana Sales;25/01/1982;Vendas;Estagiário;Doutorado;Masculino;0;0;16955
Leandro Aragão;03/02/1962;Operações;Coordenador;Tecnólogo;Masculino;0;0;19569
Enzo Oliveira;28/02/1981;Logística;Analista;Mestrado;Feminino;0;0;6801
Lucas Cavalcanti;01/06/1972;Logística;Assistente;Fundamental;Feminino;0;0;6226
Diego Sales;10/12/2006;TI;Diretor;Mestrado;Feminino;0;0;4095
Sra. Natália Alves;06/09/1970;Produção;Diretor;Fundamental;Feminino;0;0;11781
Fernando Moreira;14/02/1967;Produção;C-level;Fundamental;Masculino;0;0;15004
Giovanna Aragão;02/06/1983;Operações;Diretor;Graduação;Masculino;0;0;17588
Natália Vieira;09/09/1998;TI;Diretor;Doutorado;Feminino;1;48;6905
Daniel Santos;21/04/2007;Vendas;Diretor;Tecnólogo;Feminino;1;44;2156
Leandro Ramos;31/10/2000;Jurídico;Assistente;Doutorado;Masculino;0;0;14927
Rodrigo Pires;19/03/1962;Operações;Analista;Graduação;Masculino;0;0;10372
Marcos Vinicius Jesus;09/11/1961;Financeiro;Coordenador;Doutorado;Masculino;0;0;5681
Luigi da Conceição;23/04/2004;Financeiro;Diretor;Doutorado;Feminino;0;0;16538
João Lucas Lopes;25/11/1962;Operações;Estagiário;Doutorado;Feminino;0;0;8038
Sra. Marina Nogueira;23/07/1960;Operações;Estagiário;Graduação;Feminino;0;0;2095
Dra. Maysa Mendes;15/12/1983;Operações;Gerente;Fundamental;Feminino;1;2;7242
Vicente Novaes;14/11/1984;Financeiro;C-level;Mestrado;Masculino;0;0;18655
Milena Costela;25/08/1993;Produção;Gerente;Ensino Médio;Masculino;0;0;8729
Ana Sophia da Conceição;18/05/1976;RH;Estagiário;Ensino Médio;Masculino;1;24;14070
Esther da Luz;07/07/1984;Financeiro;Coordenador;Ensino Médio;Feminino;0;0;11259
Bruna Mendes;23/09/1963;RH;Estagiário;Ensino Médio;Feminino;0;0;8425
Dra. Fernanda da Paz;15/02/2006;Vendas;Estagiário;Tecnólogo;Masculino;0;0;6950
João Guilherme da Rocha;24/05/1994;Vendas;Coordenador;Fundamental;Feminino;1;17;4305
Catarina Ramos;08/09/1976;Jurídico;Assistente;Fundamental;Masculino;0;0;18558
Maria Eduarda Mendes;03/06/2001;TI;Analista;Mestrado;Feminino;0;0;19127
Clara Rocha;18/12/1969;RH;Diretor;Doutorado;Masculino;0;0;3315
Isis Cunha;05/01/1995;Operações;Analista;Fundamental;Masculino;0;0;2267
Daniel Rezende;31/08/2000;TI;Coordenador;Fundamental;Feminino;0;0;12156
Bryan Silva;30/01/1968;Operações;C-level;Tecnólogo;Feminino;0;0;7731
Stella Barbosa;16/09/1980;Operações;Estagiário;Fundamental;Masculino;0;0;10494
Gabrielly Castro;04/05/1993;Marketing;Analista;Fundamental;Masculino;0;0;12930
Letícia Barbosa;05/05/2003;Operações;Gerente;Doutorado;Feminino;0;0;14931
Dr. Thiago da Conceição;16/02/1987;RH;Diretor;Fundamental;Feminino;0;0;3147
Dr. Davi Lucca Carvalho;05/08/1949;Vendas;Gerente;Tecnólogo;Masculino;0;0;5286
Vitória Fogaça;04/07/2002;Logística;C-level;Fundamental;Feminino;0;0;10636
Samuel da Luz;24/03/1997;RH;Estagiário;Doutorado;Masculino;0;0;18896
Sra. Daniela Melo;07/09/1962;Jurídico;Estagiário;Mestrado;Feminino;1;7;14812
Yasmin Martins;08/08/1991;TI;Coordenador;Mestrado;Masculino;1;46;10069
Thomas Nogueira;01/12/1991;Financeiro;C-level;Doutorado;Feminino;0;0;9766
Melissa Viana;20/10/2003;Jurídico;Assistente;Graduação;Masculino;0;0;12983
Enrico Gomes;19/09/1965;Vendas;Coordenador;Doutorado;Feminino;0;0;2734
João Vitor Moura;30/09/1964;Operações;Diretor;Graduação;Masculino;1;47;2643
Calebe Campos;08/08/1966;Operações;C-level;Ensino Médio;Feminino;0;0;17201
Luiz Gustavo Gonçalves;31/12/1977;Operações;Coordenador;Graduação;Feminino;0;0;14138
Anthony Almeida;13/12/1987;TI;Diretor;Doutorado;Feminino;1;42;15280
Srta. Ana Clara Castro;07/03/1960;TI;Assistente;Graduação;Masculino;0;0;3209
Clarice Barbosa;13/04/1967;TI;Assistente;Mestrado;Masculino;0;0;5189
Pietro Caldeira;16/02/1999;Operações;C-level;Mestrado;Masculino;0;0;3914
Erick Alves;03/12/1981;RH;Diretor;Graduação;Feminino;0;0;7861
Igor da Rocha;28/09/1963;Operações;Diretor;Mestrado;Feminino;0;0;18157
Maitê da Cunha;05/05/1973;RH;Estagiário;Graduação;Masculino;1;26;19998
Nina da Rocha;05/05/2007;Vendas;Assistente;Mestrado;Feminino;0;0;4989
Isabella das Neves;24/11/2002;RH;Gerente;Fundamental;Feminino;0;0;12547
Pietra Rezende;16/12/1997;Operações;Analista;Fundamental;Feminino;1;18;19474
Fernanda Moreira;25/10/2000;Produção;Assistente;Fundamental;Masculino;0;0;6997
Srta. Isadora Duarte;14/03/1984;Logística;C-level;Doutorado;Feminino;0;0;10353
Sr. Paulo Gonçalves;17/09/2003;Marketing;Gerente;Doutorado;Masculino;0;0;10861
Srta. Olivia Mendes;23/10/1961;Operações;Gerente;Mestrado;Masculino;0;0;9066
Lorenzo Dias;11/02/1978;Operações;Diretor;Doutorado;Masculino;0;0;16903
Francisco Oliveira;23/11/1991;Marketing;Gerente;Graduação;Masculino;0;0;14774
Vicente Carvalho;09/03/1965;TI;Estagiário;Mestrado;Masculino;0;0;12014
Mariane Cavalcanti;11/07/1983;Financeiro;C-level;Mestrado;Feminino;0;0;6049
Sra. Gabriela Vieira;19/10/1979;Produção;Gerente;Fundamental;Feminino;0;0;17851
Joana das Neves;12/09/1971;Marketing;Assistente;Fundamental;Masculino;0;0;13028
Heitor Martins;02/09/1963;Operações;Diretor;Graduação;Feminino;0;0;12055
Maria Alice Moraes;28/02/1975;Logística;Estagiário;Tecnólogo;Masculino;0;0;9654
Laura Viana;10/02/1990;Financeiro;C-level;Graduação;Masculino;0;0;10012
Joana Teixeira;10/02/1970;Financeiro;Assistente;Mestrado;Masculino;0;0;19238
Vinicius Barros;25/06/1961;TI;Analista;Ensino Médio;Feminino;0;0;18152
Isabelly Gonçalves;26/03/1973;Logística;C-level;Doutorado;Feminino;0;0;10089
Carolina Mendes;05/02/1977;Logística;Diretor;Mestrado;Masculino;1;48;7078
Lara Almeida;02/04/2000;TI;Diretor;Graduação;Feminino;1;7;12209
Letícia da Luz;22/02/2004;RH;Gerente;Tecnólogo;Feminino;0;0;2391
Cauê da Paz;29/09/1970;Vendas;C-level;Ensino Médio;Masculino;0;0;11674
Clara Santos;05/07/1971;Vendas;Estagiário;Graduação;Feminino;0;0;4742
Pedro Ferreira;14/10/1983;Logística;Estagiário;Doutorado;Feminino;0;0;10051
Vinicius Cunha;02/01/1972;Produção;Estagiário;Tecnólogo;Feminino;1;5;11651
Luiza Araújo;22/09/1969;Logística;Estagiário;Fundamental;Masculino;0;0;14269
Luiz Henrique Lopes;03/11/1991;Marketing;Diretor;Fundamental;Feminino;0;0;19180
Juliana Silveira;20/12/2001;Produção;Diretor;Doutorado;Feminino;0;0;3830
Marina Viana;08/04/2003;Operações;Diretor;Fundamental;Masculino;0;0;10684
Isabella da Conceição;25/03/1982;Jurídico;C-level;Mestrado;Masculino;0;0;5136
Thomas Peixoto;01/05/1997;Operações;Assistente;Tecnólogo;Masculino;1;25;19167
Luiz Gustavo Caldeira;21/01/1969;RH;C-level;Mestrado;Masculino;0;0;10946
João Souza;26/07/1978;Jurídico;C-level;Ensino Médio;Masculino;0;0;9115
Stella Gomes;01/01/1998;Operações;Coordenador;Doutorado;Masculino;0;0;7996
Nicolas da Cunha;20/06/1986;Vendas;Assistente;Fundamental;Masculino;0;0;3081
Kevin Lopes;17/11/1973;RH;Assistente;Graduação;Masculino;0;0;11425
Heloísa Gomes;01/07/1975;TI;Coordenador;Mestrado;Feminino;1;10;11626
João Viana;21/05/1968;Jurídico;Estagiário;Graduação;Masculino;0;0;6613
Cauê Duarte;26/06/1965;Operações;Coordenador;Fundamental;Masculino;0;0;3896
Ana Beatriz da Mota;24/11/1994;Vendas;Coordenador;Fundamental;Masculino;0;0;7896
Evelyn Caldeira;22/11/1986;TI;Diretor;Graduação;Feminino;0;0;17330
Isabelly Costa;12/01/2005;Operações;Estagiário;Mestrado;Masculino;0;0;10742
Sr. Diogo da Cruz;30/03/1996;Vendas;Analista;Tecnólogo;Masculino;0;0;14263
Enzo Gabriel Duarte;14/03/1969;Financeiro;Diretor;Tecnólogo;Feminino;0;0;2883
Dr. Matheus das Neves;04/09/1991;Vendas;Gerente;Graduação;Masculino;0;0;10222
Dr. Juan Gomes;16/11/1969;Marketing;Gerente;Tecnólogo;Masculino;0;0;3629
